"filename", "language", "Lua", "JSON", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorHandler.lua", "Lua", 99, 0, 1, 5, 105
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorHandlerV2.lua", "Lua", -99, 0, -1, -5, -105
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Behaviors.lua", "Lua", -15, 0, -1, -1, -17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Biomes\init.lua", "Lua", -16, 0, 0, -1, -17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\BlockCollisionBoxes\init.lua", "Lua", -20, 0, 0, -1, -21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Blocks\init.lua", "Lua", -1, 0, 0, 0, -1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Crafting\init.lua", "Lua", -50, 0, 0, -6, -56
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Entities\Npc.lua", "Lua", -32, 0, 0, -4, -36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Entities\Player.lua", "Lua", -30, 0, 0, -3, -33
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Entities\init.lua", "Lua", -28, 0, 0, -5, -33
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Features\init.lua", "Lua", -70, 0, -1, -2, -73
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Functions.lua", "Lua", -198, 0, -10, -3, -211
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Info.lua", "Lua", -2, 0, 0, 0, -2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\Items\init.lua", "Lua", -1, 0, 0, 0, -1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\CubicalSurface.lua", "Lua", -17, 0, 0, 0, -17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\base_3d_noise.lua", "Lua", -8, 0, 0, 0, -8
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\continents.lua", "Lua", -13, 0, 0, 0, -13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\depth.lua", "Lua", -18, 0, 0, 0, -18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\erosion.lua", "Lua", -13, 0, 0, 0, -13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\factor.lua", "Lua", -709, 0, 0, 0, -709
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\jaggedness.lua", "Lua", -246, 0, 0, 0, -246
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\offset.lua", "Lua", -1200, 0, 0, -1, -1201
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\ridges.lua", "Lua", -13, 0, 0, 0, -13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\ridges_folded.lua", "Lua", -19, 0, 0, 0, -19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\overworld\sloped_cheese.lua", "Lua", -32, 0, 0, 0, -32
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\shift_x.lua", "Lua", -10, 0, 0, 0, -10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\shift_z.lua", "Lua", -10, 0, 0, 0, -10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\y.lua", "Lua", -7, 0, 0, 0, -7
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\density_function\zero.lua", "Lua", -1, 0, 0, 0, -1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\noise.lua", "Lua", -41, 0, 0, -1, -42
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacksV2\Cubic\WorldGeneration\c\noise_settings\overworld.lua", "Lua", -273, 0, 0, -4, -277
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Behaviors.lua", "Lua", 15, 0, 1, 1, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Biomes\init.lua", "Lua", 16, 0, 0, 1, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\BlockCollisionBoxes\init.lua", "Lua", 20, 0, 0, 1, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Blocks\init.lua", "Lua", 1, 0, 0, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Crafting\init.lua", "Lua", 50, 0, 0, 6, 56
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\Npc.lua", "Lua", 32, 0, 0, 4, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\Player.lua", "Lua", 30, 0, 0, 3, 33
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\init.lua", "Lua", 28, 0, 0, 5, 33
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Features\init.lua", "Lua", 70, 0, 1, 2, 73
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Functions.lua", "Lua", 2, 0, 1, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Info.lua", "Lua", 2, 0, 0, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Items\init.lua", "Lua", 1, 0, 0, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\CubicalSurface.lua", "Lua", 17, 0, 0, 0, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\base_3d_noise.lua", "Lua", 8, 0, 0, 0, 8
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\continents.lua", "Lua", 13, 0, 0, 0, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\depth.lua", "Lua", 18, 0, 0, 0, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\erosion.lua", "Lua", 13, 0, 0, 0, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\factor.lua", "Lua", 709, 0, 0, 0, 709
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\jaggedness.lua", "Lua", 246, 0, 0, 0, 246
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\offset.lua", "Lua", 1200, 0, 0, 1, 1201
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\ridges.lua", "Lua", 13, 0, 0, 0, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\ridges_folded.lua", "Lua", 19, 0, 0, 0, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\sloped_cheese.lua", "Lua", 32, 0, 0, 0, 32
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\shift_x.lua", "Lua", 10, 0, 0, 0, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\shift_z.lua", "Lua", 10, 0, 0, 0, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\y.lua", "Lua", 7, 0, 0, 0, 7
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\zero.lua", "Lua", 1, 0, 0, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise.lua", "Lua", 41, 0, 0, 1, 42
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise_settings\overworld.lua", "Lua", 273, 0, 0, 4, 277
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Chunk.lua", "Lua", -276, 0, 0, -6, -282
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ChunkV2\init.lua", "Lua", -46, 0, -1, -5, -52
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Chunk\init.lua", "Lua", 46, 0, 1, 5, 52
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Animator.lua", "Lua", -151, 0, 0, -6, -157
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityCollisionHandler.lua", "Lua", -301, 0, -3, -11, -315
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityHolder.lua", "Lua", -19, 0, 0, 0, -19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\AnimatorR.lua", "Lua", -81, 0, 0, 0, -81
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\Client.lua", "Lua", -209, 0, -3, -2, -214
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\EntityTCP.model.json", "JSON", 0, -3, 0, -1, -4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\EntityTaskReplicator.lua", "Lua", -50, 0, 0, -4, -54
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\EntityUDP.model.json", "JSON", 0, -3, 0, -1, -4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\ReplicatorUtils.lua", "Lua", -167, 0, -9, -8, -184
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\Server.lua", "Lua", -3, 0, 0, 0, -3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\EntityReplicator\TaskReplicator.lua", "Lua", -86, 0, 0, -5, -91
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Render.lua", "Lua", -156, 0, -1, -5, -162
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Updater.lua", "Lua", -31, 0, 0, -1, -32
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Utils.lua", "Lua", -181, 0, -8, -6, -195
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\init.lua", "Lua", -350, 0, -18, -10, -378
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Animator.lua", "Lua", 151, 0, 0, 6, 157
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityCollisionHandler.lua", "Lua", 301, 0, 3, 11, 315
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityHolder.lua", "Lua", 19, 0, 0, 0, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\AnimatorR.lua", "Lua", 81, 0, 0, 0, 81
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Client.lua", "Lua", 209, 0, 3, 2, 214
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityTCP.model.json", "JSON", 0, 3, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityTaskReplicator.lua", "Lua", 50, 0, 0, 4, 54
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\EntityUDP.model.json", "JSON", 0, 3, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\ReplicatorUtils.lua", "Lua", 167, 0, 9, 8, 184
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\Server.lua", "Lua", 3, 0, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\EntityReplicator\TaskReplicator.lua", "Lua", 85, 0, 0, 5, 90
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Render.lua", "Lua", 156, 0, 1, 5, 162
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Updater.lua", "Lua", 31, 0, 0, 1, 32
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\Utils.lua", "Lua", 181, 0, 8, 6, 195
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler\init.lua", "Lua", 351, 0, 17, 11, 379
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Chunk.model.json", "JSON", 0, 3, 0, 0, 3
