"filename", "language", "Markdown", "Log", "JSON", "Lua", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\README.md", "Markdown", 12, 0, 0, 0, 0, 5, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\default.project.json", "JSON", 0, 0, 48, 0, 0, 0, 48
"c:\Users\haoti\Documents\GitHub\blockgamev2\rbxlx-to-rojo.log", "Log", 0, 2, 0, 0, 0, 1, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\AnimationController.lua", "Lua", 0, 0, 0, 71, 0, 0, 71
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\Bridge.lua", "Lua", 0, 0, 0, 16, 0, 2, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\ClientBridge.lua", "Lua", 0, 0, 0, 351, 12, 88, 451
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\CreateBridgeTree.lua", "Lua", 0, 0, 0, 34, 1, 9, 44
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\SerdesLayer.lua", "Lua", 0, 0, 0, 165, 8, 48, 221
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\ServerBridge.lua", "Lua", 0, 0, 0, 636, 24, 126, 786
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\init.lua", "Lua", 0, 0, 0, 105, 4, 28, 137
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Chunk.lua", "Lua", 0, 0, 0, 106, 8, 1, 115
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\CollisonHandler.lua", "Lua", 0, 0, 0, 407, 25, 15, 447
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\DataHandler\DoFunc.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\DataHandler\init.lua", "Lua", 0, 0, 0, 137, 5, 3, 145
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Debugger.lua", "Lua", 0, 0, 0, 25, 9, 0, 34
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\DelayHandler.lua", "Lua", 0, 0, 0, 47, 0, 1, 48
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler.lua", "Lua", 0, 0, 0, 822, 23, 6, 851
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityMovers\Curve.lua", "Lua", 0, 0, 0, 60, 7, 0, 67
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityMovers\MoveTo.lua", "Lua", 0, 0, 0, 56, 2, 0, 58
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityMovers\init.lua", "Lua", 0, 0, 0, 5, 0, 0, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\EntityUpdater.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\GetChunk.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\KB.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\OnDeath.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\Respawn.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\SendEntities.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\ServerFPS.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\GameSettings.lua", "Lua", 0, 0, 0, 14, 0, 0, 14
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\EntityAttribute.lua", "Lua", 0, 0, 0, 29, 0, 0, 29
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\MathFunctions.lua", "Lua", 0, 0, 0, 105, 2, 1, 108
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\HotBarManager.lua", "Lua", 0, 0, 0, 68, 0, 0, 68
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\InventoryManager.lua", "Lua", 0, 0, 0, 12, 0, 1, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Managers\PlayerDollHandler.lua", "Lua", 0, 0, 0, 35, 0, 1, 36
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\MultiHandler\FunctionsToMultiThread.lua", "Lua", 0, 0, 0, 118, 2, 4, 124
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\MultiHandler\init.lua", "Lua", 0, 0, 0, 162, 11, 5, 178
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\QuickFunctions\init.lua", "Lua", 0, 0, 0, 440, 16, 3, 459
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Ray.lua", "Lua", 0, 0, 0, 97, 1, 0, 98
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\Culling.lua", "Lua", 0, 0, 0, 113, 6, 2, 121
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\GreedyMesh.lua", "Lua", 0, 0, 0, 200, 0, 0, 200
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\GreedyMeshingHandler.lua", "Lua", 0, 0, 0, 13, 1, 12, 26
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\RenderStuff\Render.lua", "Lua", 0, 0, 0, 198, 9, 4, 211
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ResourceHandler.lua", "Lua", 0, 0, 0, 103, 6, 0, 109
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\compressor.lua", "Lua", 0, 0, 0, 169, 2, 12, 183
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerScriptService\__Init__.server.lua", "Lua", 0, 0, 0, 117, 9, 2, 128
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\BehaviorHandler.lua", "Lua", 0, 0, 0, 51, 1, 0, 52
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\BehaviorPacks\Cubic\Behaviors.lua", "Lua", 0, 0, 0, 79, 1, 0, 80
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\BehaviorPacks\Cubic\Entities\Npc.lua", "Lua", 0, 0, 0, 47, 0, 3, 50
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\BehaviorPacks\Cubic\Entities\Player.lua", "Lua", 0, 0, 0, 33, 0, 4, 37
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\BehaviorPacks\Cubic\Functions.lua", "Lua", 0, 0, 0, 2, 0, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\BehaviorPacks\Cubic\Info.lua", "Lua", 0, 0, 0, 2, 0, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\EntityAttributesCreator.lua", "Lua", 0, 0, 0, 27, 0, 1, 28
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\EntityHandlers\Mar.lua", "Lua", 0, 0, 0, 88, 0, 4, 92
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\EntityHandlers\Player.lua", "Lua", 0, 0, 0, 13, 0, 1, 14
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler2.lua", "Lua", 0, 0, 0, 235, 32, 6, 273
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationHandler\init.lua", "Lua", 0, 0, 0, 160, 14, 6, 180
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationVersions\TerrainHandlerTemplate.lua", "Lua", 0, 0, 0, 55, 2, 4, 61
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\GenerationVersions\pa_1.0-2.0.lua", "Lua", 0, 0, 0, 177, 25, 18, 220
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\LargeChunk.lua", "Lua", 0, 0, 0, 54, 0, 1, 55
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\PathFinding.lua", "Lua", 0, 0, 0, 253, 26, 13, 292
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\Chunk.lua", "Lua", 0, 0, 0, 92, 1, 0, 93
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\DataHandler.lua", "Lua", 0, 0, 0, 60, 42, 1, 103
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\EntityHandler.lua", "Lua", 0, 0, 0, 180, 9, 1, 190
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ValueListener.lua", "Lua", 0, 0, 0, 53, 1, 5, 59
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\ArmsController.lua", "Lua", 0, 0, 0, 107, 1, 1, 109
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Controller.lua", "Lua", 0, 0, 0, 392, 42, 5, 439
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings.lua", "Lua", 0, 0, 0, 0, 0, 1, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\__init__.client.lua", "Lua", 0, 0, 0, 357, 5, 6, 368
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\Workspace\SimplexModule.lua", "Lua", 0, 0, 0, 253, 3, 58, 314
"Total", "-", 12, 2, 72, 7806, 398, 527, 8817
