"filename", "language", "Markdown", "Log", "JSON", "Lua", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\README.md", "Markdown", 12, 0, 0, 0, 0, 5, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\default.project.json", "JSON", 0, 0, 48, 0, 0, 0, 48
"c:\Users\haoti\Documents\GitHub\blockgamev2\rbxlx-to-rojo.log", "Log", 0, 2, 0, 0, 0, 1, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\AnimationController.lua", "Lua", 0, 0, 0, 72, 0, 0, 72
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorHandler.lua", "Lua", 0, 0, 0, 185, 2, 0, 187
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Behaviors.lua", "Lua", 0, 0, 0, 84, 1, 0, 85
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Biomes\init.lua", "Lua", 0, 0, 0, 16, 0, 1, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\BlockHitboxes\init.lua", "Lua", 0, 0, 0, 21, 0, 0, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Blocks\init.lua", "Lua", 0, 0, 0, 133, 1, 19, 153
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Components.lua", "Lua", 0, 0, 0, 23, 0, 2, 25
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Crafting\init.lua", "Lua", 0, 0, 0, 50, 0, 6, 56
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\Npc.lua", "Lua", 0, 0, 0, 54, 0, 2, 56
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\Player.lua", "Lua", 0, 0, 0, 38, 0, 4, 42
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Entities\init.lua", "Lua", 0, 0, 0, 28, 0, 5, 33
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Features\init.lua", "Lua", 0, 0, 0, 70, 1, 2, 73
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Functions.lua", "Lua", 0, 0, 0, 198, 9, 3, 210
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Info.lua", "Lua", 0, 0, 0, 2, 0, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\ItemTypes.lua", "Lua", 0, 0, 0, 52, 2, 3, 57
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Items\init.lua", "Lua", 0, 0, 0, 80, 1, 6, 87
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Server.lua", "Lua", 0, 0, 0, 37, 1, 2, 40
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\CubicalSurface.lua", "Lua", 0, 0, 0, 17, 0, 0, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\base_3d_noise.lua", "Lua", 0, 0, 0, 8, 0, 0, 8
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\continents.lua", "Lua", 0, 0, 0, 13, 0, 0, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\depth.lua", "Lua", 0, 0, 0, 18, 0, 0, 18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\erosion.lua", "Lua", 0, 0, 0, 13, 0, 0, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\factor.lua", "Lua", 0, 0, 0, 709, 0, 0, 709
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\jaggedness.lua", "Lua", 0, 0, 0, 246, 0, 0, 246
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\offset.lua", "Lua", 0, 0, 0, 1200, 0, 1, 1201
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\ridges.lua", "Lua", 0, 0, 0, 13, 0, 0, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\ridges_folded.lua", "Lua", 0, 0, 0, 19, 0, 0, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\overworld\sloped_cheese.lua", "Lua", 0, 0, 0, 32, 0, 0, 32
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\shift_x.lua", "Lua", 0, 0, 0, 10, 0, 0, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\shift_z.lua", "Lua", 0, 0, 0, 10, 0, 0, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\y.lua", "Lua", 0, 0, 0, 7, 0, 0, 7
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\density_function\zero.lua", "Lua", 0, 0, 0, 1, 0, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise.lua", "Lua", 0, 0, 0, 41, 0, 1, 42
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\WorldGeneration\c\noise_settings\overworld.lua", "Lua", 0, 0, 0, 273, 0, 4, 277
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\Bridge.lua", "Lua", 0, 0, 0, 19, 0, 2, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\ClientBridge.lua", "Lua", 0, 0, 0, 351, 12, 88, 451
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\CreateBridgeTree.lua", "Lua", 0, 0, 0, 45, 0, 13, 58
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\SerdesLayer.lua", "Lua", 0, 0, 0, 173, 9, 51, 233
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\ServerBridge.lua", "Lua", 0, 0, 0, 636, 24, 126, 786
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\init.lua", "Lua", 0, 0, 0, 148, 9, 37, 194
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Chunk.lua", "Lua", 0, 0, 0, 278, 0, 5, 283
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\CollisonHandler.lua", "Lua", 0, 0, 0, 632, 36, 20, 688
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\ConversionUtils.lua", "Lua", 0, 0, 0, 16, 1, 0, 17
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\DataHandler\DoFunc.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\DataHandler\LoadedEntities.lua", "Lua", 0, 0, 0, 52, 0, 1, 53
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\DataHandler\init.lua", "Lua", 0, 0, 0, 162, 5, 3, 170
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandler.lua", "Lua", 0, 0, 0, 1242, 44, 16, 1302
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Animator.lua", "Lua", 0, 0, 0, 47, 0, 4, 51
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Render.lua", "Lua", 0, 0, 0, 56, 21, 3, 80
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Updater.lua", "Lua", 0, 0, 0, 14, 0, 0, 14
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\Utils.lua", "Lua", 0, 0, 0, 308, 6, 15, 329
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityHandlerV2\init.lua", "Lua", 0, 0, 0, 220, 19, 4, 243
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityMovers\Curve.lua", "Lua", 0, 0, 0, 80, 7, 1, 88
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityMovers\MoveTo.lua", "Lua", 0, 0, 0, 58, 2, 0, 60
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\EntityMovers\init.lua", "Lua", 0, 0, 0, 5, 0, 0, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\DoSmt.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\EntityUpdater.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\GetChunk.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\KB.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Events\LOAD.model.json", "JSON", 0, 0, 3, 0, 0, 1, 4
