"filename", "language", "Lua", "JSON", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorHandler.lua", "Lua", 5, 0, 0, 0, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Biomes\init.lua", "Lua", 29, 0, 0, 0, 29
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BehaviorPacks\Cubic\Blocks\init.lua", "Lua", -1, 0, 0, 0, -1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Biomes.lua", "Lua", 31, 0, 0, 1, 32
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BlockPool.lua", "Lua", -55, 0, 0, -13, -68
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Block\BlockPool.lua", "Lua", 68, 0, 0, 13, 81
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Block\init.lua", "Lua", 44, 0, 0, 2, 46
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\SerdesLayer.lua", "Lua", 3, 0, 0, -1, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\BridgeNet\ServerBridge.lua", "Lua", 0, 0, 1, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Chunk\init.lua", "Lua", 7, 0, 0, 0, 7
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Data\init.lua", "Lua", 4, 0, 0, 0, 4
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\Debris.lua", "Lua", -14, 0, 0, 7, -7
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ReplicatedStorage\Libarys\MathFunctions.lua", "Lua", 2, 0, 0, 0, 2
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\biomes\layers\init.lua", "Lua", 1, 0, 0, 0, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\DimensionStack.lua", "Lua", 12, 0, 0, 3, 15
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\GenerationLayer\biome\biomeLayer.lua", "Lua", 10, 0, 0, 2, 12
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\GenerationLayer\color\surfaceColorLayer.lua", "Lua", 9, 0, 0, 3, 12
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\GenerationLayer\init.lua", "Lua", 53, 0, 0, 3, 56
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\GenerationLayer\lerp\airStoneLayer.lua", "Lua", 79, 0, 0, 3, 82
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\GenerationLayer\lerp\biomeBlendLayer.lua", "Lua", 46, 0, 0, 1, 47
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\GenerationLayer\noise\surfaceNoiseLayer.lua", "Lua", 12, 0, 0, 2, 14
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\GenerationLayer\other\shapeLayer.lua", "Lua", 18, 0, 0, 1, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\GenerationLayer\other\surfaceLayer.lua", "Lua", 11, 0, 0, 2, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Actor\Main.meta.json", "JSON", 0, 5, 0, 0, 5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Actor\Main.server.lua", "Lua", 14, 0, 0, 2, 16
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Actor\init.meta.json", "JSON", 0, 3, 0, 0, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Overworld.lua", "Lua", 30, 0, 5, 12, 47
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Tasks\init.lua", "Lua", 425, 0, 3, 13, 441
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\Utils.lua", "Lua", 22, 0, 0, 0, 22
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\WorkerHandler.lua", "Lua", 61, 0, 0, 6, 67
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\Generation\generation\chunk\Generator\init.lua", "Lua", 42, 0, 0, 1, 43
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\ChunkBuilder.lua", "Lua", 18, 0, 0, 1, 19
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\airStoneLayer.lua", "Lua", -73, 0, 0, -3, -76
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\biomeLayer.lua", "Lua", -9, 0, 0, -2, -11
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\combineLayer.lua", "Lua", -17, 0, 0, -1, -18
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\init.lua", "Lua", -52, 0, 0, -3, -55
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\GenerationLayer\surfaceNoiseLayer.lua", "Lua", -9, 0, 0, -2, -11
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\Main.meta.json", "JSON", 0, -5, 0, 0, -5
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\Main.server.lua", "Lua", -11, 0, 0, -2, -13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Actor\init.meta.json", "JSON", 0, -3, 0, 0, -3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Overworld.lua", "Lua", -35, 0, -1, -11, -47
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Tasks.lua", "Lua", -216, 0, -3, -6, -225
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\Utils.lua", "Lua", -22, 0, 0, 0, -22
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\WorkerHandler.lua", "Lua", -61, 0, 0, -6, -67
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\Generator\init.lua", "Lua", -39, 0, 0, 0, -39
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\OverworldStack.lua", "Lua", 2, 0, 0, 1, 3
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\core\Chunk\init.lua", "Lua", 5, 0, 0, 2, 7
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\ClientWorker.lua", "Lua", 61, 0, 0, 6, 67
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\GreedyMesh.lua", "Lua", -27, 0, 0, 0, -27
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\RenderWorker.lua", "Lua", -61, 0, 0, -6, -67
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\Tasks.lua", "Lua", 11, 0, 0, -1, 10
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\ChunkTasks.lua", "Lua", 23, 0, 0, 0, 23
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\init.lua", "Lua", -1, 0, 0, -1, -2
"Total", "-", 455, 0, 5, 29, 489
